Date,Open,High,Low,Close,Adj Close,Volume
2008-05-20,7727.5,7744.7001953125,7614.0,7626.60009765625,7626.60009765625,63846400
2008-05-21,7644.7998046875,7659.39990234375,7535.39990234375,7574.2998046875,7574.2998046875,72315800
2008-05-22,7521.0,7613.7998046875,7461.7998046875,7578.0,7578.0,72678000
2008-05-23,7573.0,7579.10009765625,7444.7998046875,7459.89990234375,7459.89990234375,68429800
2008-05-26,7420.39990234375,7436.5,7363.89990234375,7363.89990234375,7363.89990234375,66621600
2008-05-27,7383.7998046875,7473.39990234375,7374.7998046875,7418.0,7418.0,107198000
2008-05-28,7425.2998046875,7505.7998046875,7408.39990234375,7474.5,7474.5,83767200
2008-05-29,7502.2998046875,7562.0,7484.89990234375,7541.7998046875,7541.7998046875,80234200
2008-05-30,7568.5,7598.10009765625,7492.0,7511.2998046875,7511.2998046875,99814600
2008-06-02,7549.5,7572.0,7492.39990234375,7555.7001953125,7555.7001953125,92830400
2008-06-03,7498.7001953125,7594.5,7498.2001953125,7590.39990234375,7590.39990234375,111110000
2008-06-04,7548.72998046875,7555.85009765625,7448.41015625,7514.47998046875,7514.47998046875,106173100
2008-06-05,7524.5,7587.83984375,7501.47998046875,7567.22998046875,7567.22998046875,132997400
2008-06-06,7610.89990234375,7612.06982421875,7355.259765625,7386.419921875,7386.419921875,115359800
2008-06-09,7323.18017578125,7385.7900390625,7268.009765625,7325.89990234375,7325.89990234375,121133100
2008-06-10,7267.27001953125,7302.77001953125,7227.83984375,7284.2099609375,7284.2099609375,100890800
2008-06-11,7326.77001953125,7335.9599609375,7120.85009765625,7167.2998046875,7167.2998046875,89966200
2008-06-12,7162.509765625,7265.27978515625,7121.9599609375,7222.7900390625,7222.7900390625,95178200
2008-06-13,7220.97021484375,7312.9501953125,7152.009765625,7261.3701171875,7261.3701171875,85517800
2008-06-16,7276.27978515625,7313.830078125,7163.18994140625,7238.27001953125,7238.27001953125,62224000
2008-06-17,7273.93994140625,7327.7099609375,7251.3798828125,7251.419921875,7251.419921875,76637900
2008-06-18,7235.16015625,7238.64990234375,7148.14013671875,7182.56005859375,7182.56005859375,99054200
2008-06-19,7133.4501953125,7186.08984375,7093.759765625,7158.93994140625,7158.93994140625,80791000
2008-06-20,7160.27001953125,7196.75,7012.18994140625,7069.43994140625,7069.43994140625,182574700
2008-06-23,7055.43017578125,7097.509765625,7009.22021484375,7026.919921875,7026.919921875,76868000
2008-06-24,7020.31982421875,7082.25,6955.64990234375,7026.080078125,7026.080078125,120763500
2008-06-25,7054.1298828125,7081.68994140625,7012.009765625,7081.3701171875,7081.3701171875,94188600
2008-06-26,7043.68994140625,7060.16015625,6934.33984375,6949.72998046875,6949.72998046875,108309500
2008-06-27,6898.06005859375,6932.16015625,6803.7001953125,6861.5400390625,6861.5400390625,101264800
2008-06-30,6850.740234375,6963.83984375,6799.02978515625,6958.509765625,6958.509765625,112894200
2008-07-01,6935.85986328125,6949.22998046875,6800.7998046875,6849.669921875,6849.669921875,135253900
2008-07-02,6889.18994140625,6944.91015625,6831.31982421875,6843.75,6843.75,126300100
2008-07-03,6763.0,6895.93017578125,6738.7900390625,6844.06005859375,6844.06005859375,125294800
2008-07-04,6904.990234375,6908.740234375,6751.60009765625,6772.740234375,6772.740234375,71704300
2008-07-07,6834.06005859375,6835.5498046875,6738.93017578125,6815.72998046875,6815.72998046875,81470500
2008-07-08,6684.8701171875,6818.5498046875,6661.1298828125,6788.1298828125,6788.1298828125,114028800
2008-07-09,6849.81982421875,6949.35009765625,6830.41015625,6921.43994140625,6921.43994140625,103180100
2008-07-10,6823.2998046875,6871.490234375,6763.8701171875,6803.06982421875,6803.06982421875,113798500
2008-07-11,6840.56982421875,6856.3798828125,6638.89013671875,6638.89013671875,6638.89013671875,107961200
2008-07-14,6702.27001953125,6757.990234375,6675.259765625,6675.259765625,6675.259765625,73272200
2008-07-15,6605.9501953125,6613.22021484375,6478.41015625,6561.97998046875,6561.97998046875,122439400
2008-07-16,6584.5,6619.97998046875,6422.85009765625,6583.490234375,6583.490234375,122453600
2008-07-17,6720.27001953125,6821.7998046875,6679.6201171875,6739.16015625,6739.16015625,142847900
2008-07-18,6700.7099609375,6837.16015625,6648.490234375,6827.31005859375,6827.31005859375,135272800
2008-07-21,6816.14013671875,6925.27001953125,6758.66015625,6858.22021484375,6858.22021484375,85213100
2008-07-22,6787.240234375,6951.509765625,6759.7099609375,6922.25,6922.25,98274900
2008-07-23,7019.9501953125,7082.10009765625,6996.3798828125,7058.240234375,7058.240234375,119581100
2008-07-24,7144.56005859375,7150.0498046875,7040.0400390625,7056.93017578125,7056.93017578125,139407100
2008-07-25,7010.75,7039.43994140625,6940.22021484375,7015.02978515625,7015.02978515625,106995600
2008-07-28,6994.18994140625,7024.77978515625,6939.81982421875,6968.93017578125,6968.93017578125,80412400
2008-07-29,6880.43017578125,7048.68994140625,6861.31982421875,6993.2998046875,6993.2998046875,119370500
2008-07-30,7091.10986328125,7150.6201171875,7019.7998046875,7108.91015625,7108.91015625,94157200
2008-07-31,7117.5400390625,7188.6201171875,7088.97021484375,7141.2099609375,7141.2099609375,82791900
2008-08-04,7069.7001953125,7133.10986328125,7069.7001953125,7078.22021484375,7078.22021484375,83432300
2008-08-05,7104.0,7194.7900390625,7070.18994140625,7190.77978515625,7190.77978515625,105232200
2008-08-06,7244.85009765625,7258.31982421875,7161.7998046875,7209.33984375,7209.33984375,102135100
2008-08-07,7179.990234375,7265.14990234375,7149.75,7182.06982421875,7182.06982421875,106242000
2008-08-08,7146.06982421875,7293.91015625,7143.009765625,7262.10009765625,7262.10009765625,92188500
2008-08-11,7284.68017578125,7348.39990234375,7265.89013671875,7337.72998046875,7337.72998046875,77811200
2008-08-12,7312.669921875,7358.5400390625,7280.06982421875,7301.83984375,7301.83984375,113765400
2008-08-13,7258.0400390625,7280.43994140625,7170.77978515625,7193.5,7193.5,90994900
2008-08-14,7220.89013671875,7259.25,7155.91015625,7206.4599609375,7206.4599609375,85905800
2008-08-15,7226.97021484375,7273.77978515625,7214.0498046875,7235.93017578125,7235.93017578125,72774700
2008-08-18,7172.52978515625,7278.56982421875,7143.31982421875,7231.39990234375,7231.39990234375,56136800
2008-08-19,7162.259765625,7179.4501953125,7102.669921875,7115.18017578125,7115.18017578125,74435100
2008-08-20,7134.64990234375,7148.97998046875,7053.85009765625,7100.009765625,7100.009765625,72557800
2008-08-21,7044.10009765625,7055.18017578125,6996.7998046875,7000.52978515625,7000.52978515625,76841500
2008-08-22,7012.72021484375,7115.64013671875,6995.0,7094.1201171875,7094.1201171875,77284400
2008-08-25,7070.31005859375,7141.64013671875,7059.77978515625,7062.580078125,7062.580078125,33849900
2008-08-26,7025.43017578125,7113.27978515625,6980.08984375,7093.72021484375,7093.72021484375,65126400
2008-08-27,7072.77978515625,7094.240234375,7012.9501953125,7086.64013671875,7086.64013671875,72562700
2008-08-28,7086.81005859375,7230.52001953125,7056.509765625,7190.39990234375,7190.39990234375,90222300
2008-08-29,7221.66015625,7273.06005859375,7194.830078125,7238.740234375,7238.740234375,77351100
2008-09-01,7182.2099609375,7256.009765625,7170.0498046875,7227.75,7227.75,40695300
2008-09-02,7215.56982421875,7343.06982421875,7199.47998046875,7298.58984375,7298.58984375,90490000
2008-09-03,7243.47998046875,7299.2900390625,7240.89990234375,7256.6298828125,7256.6298828125,78890100
2008-09-04,7270.6201171875,7289.740234375,7084.64990234375,7084.64990234375,7084.64990234375,89232300
2008-09-05,7045.2998046875,7067.080078125,6954.8798828125,6976.58984375,6976.58984375,109977100
2008-09-08,7239.66015625,7241.47021484375,7159.35009765625,7177.419921875,7177.419921875,134190400
2008-09-09,7156.14990234375,7302.5498046875,7149.60009765625,7189.4501953125,7189.4501953125,116368000
2008-09-10,7170.25,7229.490234375,7104.6201171875,7121.43017578125,7121.43017578125,120451400
2008-09-11,7117.35986328125,7133.41015625,6986.5498046875,7071.25,7071.25,103629000
2008-09-12,7119.93017578125,7217.75,7091.56005859375,7215.5,7215.5,93008900
2008-09-15,7040.93994140625,7057.89990234375,6827.52001953125,6939.10986328125,6939.10986328125,218201400
2008-09-16,6857.77978515625,6891.2900390625,6659.330078125,6732.93017578125,6732.93017578125,267900400
2008-09-17,6856.9501953125,6858.85986328125,6654.330078125,6654.330078125,6654.330078125,195637000
2008-09-18,6628.91015625,6736.080078125,6587.009765625,6623.25,6623.25,180975300
2008-09-19,6870.330078125,7081.93017578125,6867.9501953125,7025.169921875,7025.169921875,313287600
2008-09-22,7032.22998046875,7079.7998046875,6879.2001953125,6887.39013671875,6887.39013671875,106472600
2008-09-23,6861.2900390625,6888.0498046875,6769.06005859375,6805.52978515625,6805.52978515625,124092700
2008-09-24,6856.64013671875,6864.83984375,6766.52978515625,6780.33984375,6780.33984375,83197700
2008-09-25,6793.5498046875,6956.43994140625,6785.60009765625,6945.490234375,6945.490234375,97424500
2008-09-26,6850.4501953125,6865.259765625,6763.14990234375,6815.52001953125,6815.52001953125,94224700
2008-09-29,6747.22021484375,6786.39013671875,6500.1298828125,6500.1298828125,6500.1298828125,115959300
2008-09-30,6343.7001953125,6676.6201171875,6343.43017578125,6654.89013671875,6654.89013671875,129884300
2008-10-01,6743.259765625,6763.60986328125,6653.990234375,6727.6298828125,6727.6298828125,94353800
2008-10-02,6750.66015625,6825.14013671875,6715.25,6730.93994140625,6730.93994140625,123634400
2008-10-03,6754.81005859375,6911.9599609375,6629.8701171875,6879.81982421875,6879.81982421875,117004300
2008-10-06,6623.56005859375,6671.31005859375,6375.7099609375,6458.72021484375,6458.72021484375,131110400
2008-10-07,6584.10986328125,6605.89990234375,6390.0,6427.759765625,6427.759765625,136718600
2008-10-08,6197.2998046875,6371.16015625,6004.6201171875,6073.4501953125,6073.4501953125,194095500
2008-10-09,6179.39990234375,6191.330078125,5764.35986328125,5798.83984375,5798.83984375,136537900
2008-10-10,5406.72021484375,5555.60986328125,5265.85986328125,5347.22021484375,5347.22021484375,218528500
2008-10-13,5712.740234375,5956.31982421875,5565.990234375,5956.31982421875,5956.31982421875,178771100
2008-10-14,6155.89013671875,6408.7998046875,6130.39990234375,6260.22021484375,6260.22021484375,164640900
2008-10-15,6245.02978515625,6254.3701171875,5893.75,5911.169921875,5911.169921875,126036400
2008-10-16,5656.06982421875,5959.240234375,5613.10009765625,5718.52978515625,5718.52978515625,179478100
2008-10-17,5928.5400390625,6099.6201171875,5805.919921875,6099.6201171875,6099.6201171875,158442400
2008-10-20,6186.56982421875,6216.4599609375,6087.35986328125,6216.4599609375,6216.4599609375,101910900
2008-10-21,6337.580078125,6352.6201171875,6139.0400390625,6185.47998046875,6185.47998046875,105883000
2008-10-22,6040.89990234375,6102.1298828125,5901.35986328125,5925.4599609375,5925.4599609375,101086300
2008-10-23,5965.14013671875,6027.08984375,5763.5498046875,5893.72998046875,5893.72998046875,163074500
2008-10-24,5666.91015625,5733.22998046875,5410.93994140625,5675.08984375,5675.08984375,160589900
2008-10-27,5407.89990234375,5614.4599609375,5367.43994140625,5500.93994140625,5500.93994140625,106563500
2008-10-28,5595.02001953125,5680.41015625,5475.35009765625,5538.5400390625,5538.5400390625,105999200
2008-10-29,5782.02978515625,5895.18017578125,5660.16015625,5880.56982421875,5880.56982421875,128545300
2008-10-30,6011.8701171875,6037.89013671875,5720.2001953125,5842.33984375,5842.33984375,110536900
2008-10-31,5835.75,6153.2099609375,5792.10009765625,6153.2099609375,6153.2099609375,100393500
2008-11-03,6227.169921875,6233.8798828125,6103.759765625,6233.8798828125,6233.8798828125,72380900
2008-11-04,6258.7900390625,6419.0400390625,6229.85986328125,6399.97998046875,6399.97998046875,96475700
2008-11-05,6339.1201171875,6343.10009765625,6167.490234375,6177.14990234375,6177.14990234375,84817500
2008-11-06,6027.5400390625,6154.27978515625,5882.4599609375,5924.89990234375,5924.89990234375,106554800
2008-11-07,5967.68017578125,6071.58984375,5928.25,6008.16015625,6008.16015625,82846300
2008-11-10,6163.97021484375,6232.97021484375,6083.60009765625,6090.6201171875,6090.6201171875,68351100
2008-11-11,5979.3701171875,6038.330078125,5830.9599609375,5880.7900390625,5880.7900390625,91403200
2008-11-12,5960.06005859375,5970.93017578125,5668.1298828125,5702.85986328125,5702.85986328125,95483200
2008-11-13,5646.2099609375,5761.47998046875,5645.75,5740.0400390625,5740.0400390625,84067000
2008-11-14,5897.77001953125,5901.080078125,5786.89990234375,5834.75,5834.75,77579400
2008-11-17,5807.39013671875,5845.5498046875,5615.39013671875,5646.43017578125,5646.43017578125,67689800
2008-11-18,5661.009765625,5730.27978515625,5547.009765625,5675.580078125,5675.580078125,83101400
2008-11-19,5704.4599609375,5714.22998046875,5476.2001953125,5524.06005859375,5524.06005859375,85279700
2008-11-20,5429.8701171875,5443.14013671875,5172.83984375,5306.10009765625,5306.10009765625,130585300
2008-11-21,5361.5400390625,5374.8701171875,5034.41015625,5144.02001953125,5144.02001953125,117776800
2008-11-24,5236.330078125,5470.18017578125,5192.64990234375,5466.39990234375,5466.39990234375,100646900
2008-11-25,5393.1298828125,5609.9501953125,5389.91015625,5478.39013671875,5478.39013671875,131373200
2008-11-26,5433.6298828125,5515.509765625,5326.3798828125,5498.56005859375,5498.56005859375,88040000
2008-11-27,5521.0,5640.7998046875,5513.60009765625,5640.7998046875,5640.7998046875,58980400
2008-11-28,5655.85009765625,5816.60009765625,5613.47021484375,5816.60009765625,5816.60009765625,73361600
2008-12-01,5788.06005859375,5790.10009765625,5514.81005859375,5527.580078125,5527.580078125,69060200
2008-12-02,5472.4501953125,5575.47998046875,5403.7099609375,5537.58984375,5537.58984375,75873600
2008-12-03,5509.47021484375,5617.169921875,5414.8798828125,5604.22998046875,5604.22998046875,79299700
2008-12-04,5562.18994140625,5724.89990234375,5526.08984375,5649.14013671875,5649.14013671875,98853700
2008-12-05,5573.5400390625,5604.81982421875,5455.89013671875,5530.83984375,5530.83984375,76838700
2008-12-08,5787.02978515625,5818.81982421875,5701.41015625,5818.81982421875,5818.81982421875,90347700
2008-12-09,5770.830078125,5910.0400390625,5733.14013671875,5845.56005859375,5845.56005859375,91100700
2008-12-10,5813.669921875,5856.35009765625,5711.14990234375,5751.91015625,5751.91015625,69625900
2008-12-11,5713.58984375,5744.7900390625,5629.06982421875,5729.85009765625,5729.85009765625,65774100
2008-12-12,5534.85986328125,5654.7998046875,5492.64013671875,5636.169921875,5636.169921875,80528700
2008-12-15,5676.33984375,5702.18994140625,5493.2998046875,5526.5400390625,5526.5400390625,65813300
2008-12-16,5524.2900390625,5580.490234375,5479.33984375,5567.14013671875,5567.14013671875,67081700
2008-12-17,5638.10009765625,5651.7099609375,5489.919921875,5548.2001953125,5548.2001953125,82138400
2008-12-18,5595.27001953125,5628.43994140625,5484.02001953125,5515.0498046875,5515.0498046875,67017100
2008-12-19,5448.85986328125,5530.77001953125,5389.75,5459.85986328125,5459.85986328125,147137700
2008-12-22,5424.06005859375,5493.68994140625,5402.3798828125,5419.52001953125,5419.52001953125,50586500
2008-12-23,5449.89990234375,5485.97021484375,5399.0498046875,5399.580078125,5399.580078125,36670000
2008-12-24,5399.580078125,5399.580078125,5399.580078125,5399.580078125,5399.580078125,0
2008-12-29,5416.58984375,5517.89013671875,5393.97998046875,5464.9599609375,5464.9599609375,31583500
2008-12-30,5528.68994140625,5582.1201171875,5513.85009765625,5534.52978515625,5534.52978515625,35259100
2008-12-31,5534.52978515625,5534.52978515625,5534.52978515625,5534.52978515625,5534.52978515625,0
2009-01-05,5734.1298828125,5772.72998046875,5696.35986328125,5756.08984375,5756.08984375,65574600
2009-01-06,5778.759765625,5881.47021484375,5731.31982421875,5799.31005859375,5799.31005859375,66998500
2009-01-07,5778.02001953125,5806.0,5731.7001953125,5761.68994140625,5761.68994140625,58311300
2009-01-08,5697.52978515625,5764.419921875,5679.1201171875,5751.06982421875,5751.06982421875,55762500
2009-01-09,5753.5498046875,5753.66015625,5648.009765625,5697.240234375,5697.240234375,66495100
2009-01-12,5657.10009765625,5666.81982421875,5588.18017578125,5591.7900390625,5591.7900390625,68473600
2009-01-13,5568.35986328125,5568.35986328125,5452.02001953125,5534.330078125,5534.330078125,74759500
2009-01-14,5584.02001953125,5586.240234375,5329.3701171875,5378.81005859375,5378.81005859375,82618600
2009-01-15,5416.10009765625,5448.009765625,5330.10009765625,5382.43994140625,5382.43994140625,84057300
2009-01-16,5497.419921875,5511.16015625,5429.27978515625,5435.5400390625,5435.5400390625,82118200
2009-01-19,5496.68017578125,5517.35009765625,5318.72998046875,5381.3701171875,5381.3701171875,74106700
2009-01-20,5413.27978515625,5430.39013671875,5313.990234375,5321.0,5321.0,82597700
2009-01-21,5291.66015625,5376.52001953125,5248.8701171875,5304.169921875,5304.169921875,103839500
2009-01-22,5402.72998046875,5459.58984375,5307.5,5329.43994140625,5329.43994140625,95614100
2009-01-23,5326.56005859375,5351.89990234375,5194.60986328125,5306.91015625,5306.91015625,114935300
2009-01-26,5299.64013671875,5457.0,5299.1201171875,5417.06982421875,5417.06982421875,82754000
2009-01-27,5440.830078125,5442.3798828125,5291.14990234375,5348.91015625,5348.91015625,64608000
2009-01-28,5352.27001953125,5454.25,5338.58984375,5417.93017578125,5417.93017578125,116725400
2009-01-29,5364.6201171875,5369.43994140625,5241.81982421875,5272.89990234375,5272.89990234375,102816600
2009-01-30,5283.64990234375,5326.2998046875,5205.91015625,5290.0498046875,5290.0498046875,95821900
2009-02-02,5251.009765625,5259.14990234375,5140.3798828125,5166.9599609375,5166.9599609375,72107200
2009-02-03,5201.259765625,5246.3798828125,5142.259765625,5217.60986328125,5217.60986328125,81746500
2009-02-04,5191.080078125,5227.68994140625,5142.14990234375,5225.4599609375,5225.4599609375,96771800
2009-02-05,5126.43017578125,5141.14013671875,5005.240234375,5106.85009765625,5106.85009765625,114627300
2009-02-06,5147.3701171875,5152.85009765625,5052.64990234375,5123.08984375,5123.08984375,116688100
2009-02-09,5101.2900390625,5177.330078125,5076.31005859375,5158.5,5158.5,79192300
2009-02-10,5146.330078125,5235.18017578125,5107.4599609375,5144.68994140625,5144.68994140625,111035000
2009-02-11,5083.89013671875,5167.7998046875,5054.83984375,5123.77001953125,5123.77001953125,102077400
2009-02-12,5097.9599609375,5137.740234375,5062.31982421875,5106.669921875,5106.669921875,91661100
2009-02-13,5153.16015625,5202.52978515625,5090.7099609375,5126.83984375,5126.83984375,87191700
2009-02-16,5097.5,5114.5400390625,5076.740234375,5077.6201171875,5077.6201171875,36491700
2009-02-17,5003.18017578125,5029.0,4936.97998046875,4941.31005859375,4941.31005859375,78400200
2009-02-18,4959.2099609375,4997.18994140625,4911.0400390625,4955.47021484375,4955.47021484375,73684000
2009-02-19,5001.83984375,5048.68017578125,4965.27001953125,4990.52001953125,4990.52001953125,99438400
2009-02-20,4920.740234375,4946.6298828125,4808.43994140625,4851.2099609375,4851.2099609375,158034300
2009-02-23,4898.60009765625,4939.35009765625,4788.43994140625,4797.1201171875,4797.1201171875,88768700
