Date,Open,High,Low,Close,Adj Close,Volume
2008-01-03,8410.099609375,8421.0,8273.2998046875,8318.7998046875,8318.7998046875,70784600
2008-01-04,8306.7001953125,8344.2998046875,8109.89990234375,8130.0,8130.0,82516600
2008-01-07,8090.5,8213.099609375,8070.2998046875,8110.60009765625,8110.60009765625,102996500
2008-01-08,8128.89990234375,8385.400390625,8127.60009765625,8316.400390625,8316.400390625,132311200
2008-01-09,8263.5,8345.5,8216.2998046875,8339.7998046875,8339.7998046875,107972400
2008-01-10,8365.7001953125,8379.2998046875,8227.599609375,8290.7998046875,8290.7998046875,94847600
2008-01-11,8296.900390625,8303.7998046875,8156.39990234375,8159.7001953125,8159.7001953125,95764000
2008-01-14,8148.5,8249.7998046875,8125.39990234375,8193.400390625,8193.400390625,74924400
2008-01-15,8162.7001953125,8165.60009765625,7949.2001953125,7973.89990234375,7973.89990234375,89881800
2008-01-16,7928.89990234375,7959.10009765625,7778.7001953125,7847.5,7847.5,123731400
2008-01-17,7907.39990234375,7951.39990234375,7767.2001953125,7788.10009765625,7788.10009765625,120486400
2008-01-18,7805.7001953125,7938.7998046875,7690.10009765625,7692.0,7692.0,150715700
2008-01-21,7571.0,7586.7998046875,7263.5,7287.10009765625,7287.10009765625,166608000
2008-01-22,7030.89990234375,7534.5,6950.89990234375,7487.89990234375,7487.89990234375,212511200
2008-01-23,7625.89990234375,7625.89990234375,7180.0,7356.10009765625,7356.10009765625,165486700
2008-01-24,7563.89990234375,7718.2001953125,7531.2998046875,7691.0,7691.0,155902600
2008-01-25,7812.10009765625,7839.2001953125,7685.0,7686.89990234375,7686.89990234375,113346500
2008-01-28,7594.7001953125,7647.5,7477.89990234375,7581.7001953125,7581.7001953125,89112800
2008-01-29,7626.2998046875,7730.7998046875,7612.60009765625,7704.39990234375,7704.39990234375,81957400
2008-01-30,7655.7998046875,7746.2998046875,7610.5,7671.7998046875,7671.7998046875,75897200
2008-01-31,7659.89990234375,7696.89990234375,7436.89990234375,7670.39990234375,7670.39990234375,133002000
2008-02-01,7729.7001953125,7881.7001953125,7695.5,7816.0,7816.0,105370900
2008-02-04,7879.7998046875,7888.5,7725.0,7751.7001953125,7751.7001953125,73700200
2008-02-05,7740.0,7742.0,7504.7001953125,7517.39990234375,7517.39990234375,107092700
2008-02-06,7431.89990234375,7565.5,7424.60009765625,7565.5,7565.5,96289600
2008-02-07,7543.7001953125,7546.10009765625,7361.89990234375,7420.0,7420.0,87502000
2008-02-08,7503.60009765625,7532.2998046875,7405.7998046875,7447.0,7447.0,65831000
2008-02-11,7382.2001953125,7456.10009765625,7332.2998046875,7347.5,7347.5,73755200
2008-02-12,7380.2998046875,7554.10009765625,7278.10009765625,7546.89990234375,7546.89990234375,122731900
2008-02-13,7485.10009765625,7578.60009765625,7445.2001953125,7536.5,7536.5,165075900
2008-02-14,7611.5,7650.10009765625,7482.7998046875,7502.0,7502.0,165438000
2008-02-15,7494.5,7517.39990234375,7346.2998046875,7353.0,7353.0,184779300
2008-02-18,7422.2998046875,7528.5,7392.5,7486.7001953125,7486.7001953125,70289600
2008-02-19,7420.2998046875,7541.7998046875,7367.0,7462.7001953125,7462.7001953125,118232500
2008-02-20,7385.2001953125,7454.10009765625,7337.60009765625,7381.60009765625,7381.60009765625,90558200
2008-02-21,7402.0,7577.7998046875,7402.0,7486.10009765625,7486.10009765625,88644600
2008-02-22,7436.39990234375,7569.10009765625,7425.2998046875,7454.7998046875,7454.7998046875,83321800
2008-02-25,7585.2998046875,7634.5,7546.5,7615.7998046875,7615.7998046875,79883800
2008-02-26,7640.60009765625,7766.5,7622.60009765625,7743.2001953125,7743.2001953125,87729600
2008-02-27,7778.2001953125,7782.5,7658.39990234375,7782.5,7782.5,85803200
2008-02-28,7751.7001953125,7802.60009765625,7658.0,7663.0,7663.0,95294400
2008-02-29,7580.89990234375,7645.2001953125,7489.60009765625,7533.89990234375,7533.89990234375,112318500
2008-03-03,7402.89990234375,7460.39990234375,7361.10009765625,7403.89990234375,7403.89990234375,91853600
2008-03-04,7394.0,7452.39990234375,7229.10009765625,7276.0,7276.0,93295200
2008-03-05,7335.0,7387.7998046875,7293.5,7338.7998046875,7338.7998046875,82559400
2008-03-06,7346.0,7352.7998046875,7238.2998046875,7269.89990234375,7269.89990234375,86385800
2008-03-07,7147.39990234375,7223.0,7097.89990234375,7174.10009765625,7174.10009765625,97546400
2008-03-10,7117.5,7149.2998046875,7021.2998046875,7055.0,7055.0,90864400
2008-03-11,7067.10009765625,7257.7001953125,7042.39990234375,7143.0,7143.0,107957000
2008-03-12,7248.2998046875,7303.2998046875,7204.89990234375,7245.0,7245.0,106504400
2008-03-13,7159.7998046875,7255.2001953125,7114.5,7251.7001953125,7251.7001953125,110069200
2008-03-14,7241.7998046875,7338.5,7052.5,7132.0,7132.0,122508400
2008-03-17,6910.89990234375,6972.7001953125,6769.7998046875,6774.2998046875,6774.2998046875,160568200
2008-03-18,6875.60009765625,7034.39990234375,6847.89990234375,7013.89990234375,7013.89990234375,116515100
2008-03-19,7097.89990234375,7118.10009765625,6973.5,7073.0,7073.0,122892100
2008-03-20,6965.89990234375,7025.2998046875,6945.5,7009.89990234375,7009.89990234375,176662800
2008-03-25,7232.7998046875,7271.2001953125,7150.7001953125,7234.39990234375,7234.39990234375,103893500
2008-03-26,7219.39990234375,7236.5,7122.60009765625,7184.5,7184.5,84565600
2008-03-27,7164.7001953125,7316.60009765625,7163.89990234375,7265.0,7265.0,82305600
2008-03-28,7273.5,7289.2001953125,7221.10009765625,7239.39990234375,7239.39990234375,57845800
2008-03-31,7162.0,7224.2998046875,7069.10009765625,7224.2998046875,7224.2998046875,63495600
2008-04-01,7221.2001953125,7511.0,7219.10009765625,7494.2998046875,7494.2998046875,125380100
2008-04-02,7536.2998046875,7625.10009765625,7514.2001953125,7596.60009765625,7596.60009765625,106984700
2008-04-03,7598.89990234375,7610.89990234375,7480.60009765625,7516.2001953125,7516.2001953125,68678600
2008-04-04,7547.60009765625,7594.0,7500.5,7573.5,7573.5,66573600
2008-04-07,7679.7001953125,7707.39990234375,7622.89990234375,7639.2998046875,7639.2998046875,89604200
2008-04-08,7576.5,7603.2998046875,7530.7001953125,7568.10009765625,7568.10009765625,66733200
2008-04-09,7529.10009765625,7538.5,7403.0,7403.10009765625,7403.10009765625,65564600
2008-04-10,7404.7998046875,7413.60009765625,7246.39990234375,7312.60009765625,7312.60009765625,91157800
2008-04-11,7352.60009765625,7395.5,7221.89990234375,7259.0,7259.0,70387600
2008-04-14,7177.2998046875,7209.5,7123.60009765625,7139.5,7139.5,64575200
2008-04-15,7173.5,7241.2998046875,7107.0,7187.39990234375,7187.39990234375,74150200
2008-04-16,7221.7998046875,7256.7001953125,7132.89990234375,7250.7001953125,7250.7001953125,66550400
2008-04-17,7260.60009765625,7262.5,7133.39990234375,7173.60009765625,7173.60009765625,65986000
2008-04-18,7215.5,7421.89990234375,7207.0,7418.0,7418.0,95194200
2008-04-21,7452.39990234375,7484.7001953125,7349.0,7394.89990234375,7394.89990234375,76659400
2008-04-22,7359.60009765625,7388.39990234375,7304.60009765625,7328.89990234375,7328.89990234375,60534600
2008-04-23,7345.2998046875,7366.89990234375,7227.2001953125,7324.5,7324.5,79400200
2008-04-24,7353.2998046875,7460.5,7314.39990234375,7460.5,7460.5,115243400
2008-04-25,7510.89990234375,7597.5,7493.5,7509.5,7509.5,84484000
2008-04-28,7518.39990234375,7587.7001953125,7499.39990234375,7550.10009765625,7550.10009765625,72508200
2008-04-29,7502.10009765625,7537.7998046875,7431.0,7462.0,7462.0,66286600
2008-04-30,7470.10009765625,7543.5,7411.7998046875,7529.0,7529.0,91026000
2008-05-02,7583.0,7690.39990234375,7579.39990234375,7665.7998046875,7665.7998046875,89924800
2008-05-05,7653.89990234375,7692.7001953125,7639.60009765625,7658.2998046875,7658.2998046875,42430600
2008-05-06,7636.89990234375,7665.7001953125,7496.7998046875,7543.7001953125,7543.7001953125,89614600
2008-05-07,7554.39990234375,7642.60009765625,7518.60009765625,7639.2001953125,7639.2001953125,76802800
2008-05-08,7560.7998046875,7611.5,7551.0,7586.10009765625,7586.10009765625,78702200
2008-05-09,7555.2998046875,7579.7998046875,7423.89990234375,7484.0,7484.0,67864200
2008-05-13,7558.2998046875,7608.2001953125,7513.89990234375,7578.2998046875,7578.2998046875,82506800
2008-05-14,7628.39990234375,7646.5,7575.10009765625,7594.60009765625,7594.60009765625,63178000
2008-05-15,7574.7998046875,7698.2998046875,7566.2998046875,7683.39990234375,7683.39990234375,66098200
2008-05-16,7721.5,7734.5,7652.39990234375,7653.7001953125,7653.7001953125,61625200
2008-05-19,7687.89990234375,7785.2001953125,7664.2998046875,7778.89990234375,7778.89990234375,61824600
